"PercentStance","InterpV_N","InterpML_N","InterpAP_N","GRF_Vert_Sq","NetGRF_N","MLAngle_deg","MLAngle_Convert_deg","APAngle_deg","APAngle_Convert_deg","InterpV_BW","InterpML_BW","InterpAP_BW","NetGRF_BW"
0,0.00860962855248157,0.000600508360157708,0.00563925749522219,7.4125703811706e-05,0.01030958482189,86.0101690335457,3.98983096645431,56.775430350632,33.224569649368,0.0549083453602141,0.00382977270508742,0.0359646523929987,0.0657499032008292
1,0.00872720642044124,0.000601303250882368,0.00575884957842769,7.61641319049908e-05,0.0104733015793239,86.0585581875255,3.94144181247447,56.5802500127138,33.4197499872862,0.0556582042119977,0.00383484216123959,0.0367273570052786,0.0667940151742598
2,0.00905224411710249,0.000580325166127979,0.00610378536666453,8.19431235556167e-05,0.0109332564525107,86.3318771796297,3.66812282037031,56.0088336208237,33.9911663791763,0.0577311487060108,0.00370105335540803,0.0389272025935238,0.0697274008450935
3,0.00957654303316204,0.000583832590222391,0.00657028903271101,9.17101764660045e-05,0.0116284020799409,86.5112888186308,3.48871118136918,55.5467022237923,34.4532977762077,0.0610748917931253,0.00372342213152035,0.0419023535249427,0.0741607275506432
4,0.0102172027220221,0.000581753237212657,0.00713624762451909,0.000104391231462896,0.0124762052904863,86.7411770925319,3.2588229074681,55.0674664595279,34.9325335404721,0.0651607316455491,0.00371016095161133,0.0455117833196371,0.0795676357811625
5,0.0109726027569739,0.000603610628890644,0.00770929453846893,0.00012039801126235,0.0134236946976057,86.8512923183443,3.14870768165572,54.9083189912462,35.0916810087538,0.0699783339092721,0.00384955758221074,0.0491664192504396,0.0856102978163628
6,0.0118140704403648,0.000604020189540847,0.00828295384108417,0.0001395722603699,0.0144410673114145,87.0731764153625,2.92682358463746,54.9653481641287,35.0346518358713,0.0753448369921222,0.00385216957615336,0.0528249607212,0.0920986435676945
7,0.0127557225025968,0.0006022001687213,0.00876169640315528,0.000162708456563254,0.0154867177112365,87.2970618907649,2.70293810923513,55.5154664099587,34.4845335900413,0.0813502710624796,0.00384056230051849,0.0558781658364495,0.0987673323420695
8,0.0137311830269952,0.000555433396375562,0.00915175654682545,0.000188545387320841,0.016510861318266,87.6836191681061,2.31638083189387,56.3167663331595,33.6832336668405,0.0875713203252244,0.00354230482382374,0.0583657943037337,0.105298860448125
9,0.0146887341665489,0.000482769851409417,0.0093923240152836,0.00021575891141554,0.0174415517816805,88.1175558599712,1.88244414002875,57.4041898614061,32.5958101385939,0.093678151572378,0.00307888935847843,0.059900025607676,0.111234386362758
10,0.0155596665582947,0.00035879232690848,0.00953496280814428,0.000242103223405313,0.0182523278266597,88.6790434395061,1.32095656049393,58.5000351279843,31.4999648720157,0.0992325673360629,0.0022882163705898,0.0608097117866344,0.116405151955738
11,0.0163891122053002,0.000212456410575115,0.00954826607496159,0.00026860299887792,0.0189688566245459,89.2573012067315,0.742698793268502,59.7750023608455,30.2249976391545,0.104522399268496,0.00135495159805558,0.0608945540494999,0.120974850921849
12,0.0171797246829646,4.25816052900551e-05,0.00949723724478183,0.000295142940182463,0.0196301367458111,89.8579871728501,0.142012827149912,61.0654533303114,28.9345466696886,0.109564570682172,0.000271566360268209,0.0605691150815168,0.125192198633999
13,0.0179639405161738,-0.000107985501811092,0.00935741950693429,0.000322703158868631,0.0202552738704266,90.3444143546738,-0.344414354673759,62.4849855486545,27.5150144513455,0.114565947169476,-0.000688683047264618,0.059677420324836,0.129179042540986
14,0.0187039129810028,-0.000236402549763194,0.00920631059403097,0.000349836360800925,0.0208482229871091,90.7241344198241,-0.724134419824097,63.7929855545863,26.2070144454137,0.11928515931762,-0.00150766932246935,0.0587137155231567,0.132960605785135
