"PercentStance","InterpV_N","InterpML_N","InterpAP_N","GRF_Vert_Sq","NetGRF_N","MLAngle_deg","MLAngle_Convert_deg","APAngle_deg","APAngle_Convert_deg","InterpV_BW","InterpML_BW","InterpAP_BW","NetGRF_BW"
0,0.0606697088517367,-0.0169691088126677,-0.0266088278406248,0.00368081357215449,0.0683870890234601,105.626123267875,-15.6261232678752,113.681538382676,-23.6815383826762,0.386924163595259,-0.108221357223646,-0.169699157146842,0.436142149384312
1,0.0605014931116988,-0.0169545548798158,-0.0262774011336742,0.00366043066874494,0.0681057223018569,105.654660169702,-15.6546601697025,113.47658312456,-23.4765831245604,0.385851359130732,-0.108128538774335,-0.167585466413739,0.434347718761842
2,0.0600778353022695,-0.0167792237336156,-0.0254218947143287,0.00360934629460662,0.0673584543659945,105.604592249482,-15.6045922494818,112.935618275361,-22.9356182753609,0.383149459835902,-0.107010355443977,-0.162129430576076,0.429581979374965
3,0.0594203780668829,-0.0163695094431544,-0.0241566748099377,0.0035307813296113,0.0661988452081598,105.402160353249,-15.4021603532487,112.123637985398,-22.1236379853976,0.378956492773488,-0.10439738165277,-0.154060426083786,0.422186512807141
4,0.0585815893565133,-0.0156531069901453,-0.0226529639968263,0.00343180261153516,0.0647300482606154,104.960039458517,-14.9600394585167,111.141029684993,-21.1410296849931,0.373607074977764,-0.099828488457559,-0.144470433653229,0.412819185335557
5,0.0576348607793477,-0.0146586472936202,-0.0210482500352324,0.0033217771770548,0.0630847203931286,104.269850100845,-14.2698501008452,110.06219249754,-20.0621924975397,0.367569265174412,-0.093486271005231,-0.134236288490003,0.402326022915361
6,0.0566731431065517,-0.0134243626940979,-0.0194983202532266,0.00321184514957569,0.0614185896615656,103.326231555342,-13.3262315553423,108.985711206491,-18.9857112064906,0.361435861648927,-0.0856145579980736,-0.12435153222721,0.391700189168148
7,0.0557681515321482,-0.0120359140876571,-0.0181113089478505,0.00311008672531264,0.0598579106304471,102.178810365516,-12.1788103655157,107.991764375759,-17.9917643757587,0.355664231710129,-0.0767596561712825,-0.115505796861291,0.381746879020709
8,0.0550294929340222,-0.0105762550659101,-0.0169714091283242,0.00302824509257559,0.0585502433094496,100.879161506963,-10.8791615069634,107.14006061309,-17.1400606130896,0.350953398813917,-0.0674506062876922,-0.108236027604109,0.373407163963327
9,0.054542243911692,-0.00914063091850779,-0.0161141481956018,0.00297485637092251,0.0576027193505715,99.5136817789912,-9.51368177899118,106.45942962765,-16.4594296276503,0.347845943314362,-0.0582948400415037,-0.102768802267868,0.367364281572522
10,0.0543179001482648,-0.00781316545209748,-0.0155334339577929,0.00295043427651686,0.0570330378063437,98.185363365608,-8.18536336560803,105.959081035695,-15.959081035695,0.346415179516995,-0.0498288613016421,-0.0990652675879649,0.363731108458824
11,0.0543258054027565,-0.00665322949806253,-0.0152152900017472,0.00295129313265817,0.0568072499356317,96.982190075365,-6.98219007536498,105.646221429379,-15.6462214293787,0.346465595680845,-0.0424313105743784,-0.0970362882764491,0.362291134793569
12,0.0544945002261993,-0.00569392113085596,-0.0151071036928116,0.00296965055490324,0.0568356919086326,95.9649716437482,-5.9649716437482,105.494572767067,-15.4945727670674,0.34754145552423,-0.036313272518214,-0.0963463245715023,0.362472524927504
13,0.0547599917843896,-0.00492622924374628,-0.0151775437703056,0.00299865670022642,0.057037551399827,95.1405122887484,-5.14051228874837,105.491502193653,-15.4915021936527,0.349234641482077,-0.0314172783402186,-0.0967955597596023,0.36375989413155
14,0.0550590761977608,-0.00433362410982503,-0.0153444382999944,0.00303150187175083,0.0573213220051528,94.50039386806,-4.50039386806004,105.572645556395,-15.5726455563953,0.35114206758776,-0.02763790886368,-0.0978599381377196,0.365569655645107
15,0.0553941370970728,-0.00387172772919132,-0.0155947766119091,0.00306851042472929,0.0576775325227565,93.9981393591234,-3.99813935912341,105.723182705173,-15.7231827051726,0.353278935568066,-0.0246921411300467,-0.099456483494318,0.36784140639513
16,0.0557138349651026,-0.00354169494995436,-0.0158979689773731,0.00310403140651869,0.0580458476313572,93.6373638693095,-3.63736386930951,105.926122145253,-15.9261221452533,0.355317825032542,-0.0225873402420559,-0.101390108274063,0.370190354791819
17,0.0560384696634921,-0.00331929692248227,-0.0162853102317394,0.00314031008222612,0.0584511688816376,93.3898098254474,-3.38980982544743,106.2043651147,-16.2043651146996,0.357388199384516,-0.0211689854750145,-0.103860396886093,0.372775311745138
18,0.0564164993084084,-0.00326506469643012,-0.0167223183306612,0.00318282139421565,0.0589331652979838,93.3122576471329,-3.31225764713285,106.510260322371,-16.5102603223708,0.359799102732196,-0.0208231166864166,-0.106647438333298,0.37584926848204
19,0.0568725481373048,-0.00338913069856203,-0.0172093628998138,0.00323448673163005,0.0595158391517709,93.4103187111263,-3.41031871112634,106.835565731799,-16.8355657317991,0.36270757740628,-0.0216143539449109,-0.109753589922282,0.379565300712825
20,0.0573191293362964,-0.00371817574359448,-0.0176339216993395,0.00328548258787107,0.0600854609138497,93.7114611542552,-3.71146115425525,107.100232880929,-17.100232880929,0.365555671787605,-0.0237128555076179,-0.11246123532742,0.383198092562817
21,0.0577531620820079,-0.00417177082020358,-0.0179449437792943,0.00333542773047067,0.0606205609466706,94.1315560805893,-4.13155608058926,107.260957222205,-17.260957222205,0.368323737767907,-0.0266056812512983,-0.114444794510805,0.386610720323154
22,0.0581295386480695,-0.0046933988366064,-0.0180192067349956,0.0033790432634374,0.0610390290505621,94.6160674978875,-4.6160674978875,107.222581688128,-17.222581688128,0.370724098520851,-0.0299323905395816,-0.114918410299717,0.389279522006136
23,0.0584392710028991,-0.00517355242214531,-0.0178397891838681,0.00341514839535028,0.0613202423196437,95.0591314277969,-5.05913142779686,106.975887602796,-16.9758876027957,0.372699432416448,-0.032994594528988,-0.113774165713445,0.39107297397732
